96,10.822707176208496
97,10.758722305297852
98,10.728230476379395
99,10.722373962402344
100,10.743061065673828
101,10.771110534667969
102,10.793609619140625
103,10.898614883422852
104,10.880569458007812
105,10.855852127075195
106,10.831315040588379
107,10.768928527832031
108,10.731669425964355
109,10.68285846710205
110,10.665096282958984
111,10.6439208984375
112,10.62139892578125
113,10.621454238891602
114,10.636140823364258
115,10.661361694335938
116,10.66677474975586
117,10.67623519897461
118,10.777502059936523
119,10.77531623840332
