120,3.106806993484497
121,2.4322733879089355
122,2.1575255393981934
123,2.059643507003784
124,2.021266460418701
125,2.0044121742248535
126,1.99614417552948
127,1.989475131034851
128,1.9890581369400024
129,1.987621545791626
130,1.9865068197250366
131,1.9840986728668213
132,1.9866992235183716
133,1.987350583076477
134,1.9883875846862793
135,1.9887562990188599
136,1.9888442754745483
137,1.9897505044937134
138,1.9911043643951416
139,1.992739200592041
140,1.9900676012039185
141,1.9891552925109863
142,1.9875646829605103
143,1.9902857542037964
